,oat_C,wb_C,occ,tons,chw_sup_C,chw_ret_C,chw_dT_C,chw_flow_m3h,cw_sup_C,cw_ret_C,cw_dT_C,cw_flow_m3h,approach_C,dp_kpa,chiller_kw,tower_fan_kw,chw_pump_kw,cw_pump_kw,plant_kw,kw_per_ton,plant_kw_per_ton,tower_fan_kw_per_ton,pumping_kw_per_ton
2025-06-01 00:00:00,17.204135459287663,14.41905620952353,0.08429473321397324,69.11165328878454,6.590835767036471,12.583527287942504,5.992691520906033,34.235655056191604,18.785821939345855,23.06308300891108,4.277261069565223,40.0,4.366765729822324,155.39452217566787,337.16632333030077,27.540604283508745,9.158541073258254,5.288851358654132,379.15432004572193,4.87857412296945,5.486112717654393,0.39849436343867706,0.2090442312462653
2025-06-01 01:00:00,15.3928369053858,12.432452893093595,0.15750374579947807,86.54259586777151,6.539586922006525,12.396435106346694,5.856848184340169,43.0285746782356,16.657607904303717,20.31592327545782,3.6583153711541017,40.0,4.225155011210123,155.13926309191103,308.89017242771405,32.63739788312879,14.208745631355347,5.0,360.7363159421982,3.5692270301166786,4.168309400995637,0.37712524746768045,0.22195712341127835
2025-06-01 02:00:00,16.714888811141535,12.209850765263528,0.16253843358788167,97.28180887658324,6.5391687139548855,12.923309345543508,6.3841406315886235,44.524814229990255,16.584241708159055,20.88191340292115,4.297671694762096,40.0,4.374390942895528,166.17299689552132,402.7910755865311,28.809778294469513,13.15979283311083,6.593136448490812,451.3537831626023,4.1404562706839965,4.639652452754175,0.29614764185788417,0.2030485402122943
2025-06-01 03:00:00,17.785844497882685,12.63304077938868,0.17132987022385965,119.01880752886076,6.541630062864109,13.084574597949906,6.542944535085798,54.04118063229119,16.836889845197476,21.938243294551466,5.10135344935399,40.0,4.2038490658087975,169.6748756658839,405.45179659147874,26.932296480772706,21.61509185148013,5.597993756834908,459.5971786805665,3.4066195503862793,3.861550860935312,0.22628605545591537,0.22864525509311764
2025-06-01 04:00:00,16.826873191729664,10.878149913371258,0.1533178098394211,119.7024229258446,6.574465846400073,12.496600364245165,5.922134517845093,60.63790072748483,15.764237278540278,19.49215964741806,3.72792236887778,40.0,4.886087365169019,171.4723232593764,417.3282885701504,33.02209920311533,19.599357620490462,5.104736691507723,475.0544820852639,3.486381297634087,3.9686287919130856,0.27586826060799496,0.2063792336710036
2025-06-01 05:00:00,18.075760781081577,13.40152386780932,0.09147597268970387,125.18248990466405,6.765925910515059,12.888576300234542,6.122650389719483,60.69026321756097,17.87367442120806,21.84571124336233,3.972036822154268,40.2017122788853,4.47215055339874,162.56765731563547,461.2008827832159,33.67383603117595,19.354287028396826,6.22856905451526,520.4575748973039,3.6842283863698135,4.157590852312266,0.26899797293392336,0.20436449300852993
2025-06-01 06:00:00,18.174436151697716,12.313962648144098,0.06301872320086535,93.314314782487,6.704678023964529,13.083594636631808,6.37891661266728,43.01139725875447,16.65364598468741,20.29754608360307,3.6439000989156587,40.0,4.339683336543314,159.8360692621727,362.9687896718792,20.235847714658775,11.152003077849859,5.0,399.3566404643879,3.889743931763836,4.279693221723557,0.2168568430452279,0.17309244691449233
2025-06-01 07:00:00,15.967612925979935,9.489538550022734,0.18420533414690532,98.0944710367765,6.577188017307829,13.10680583138518,6.529617814077351,41.9264497922537,14.023471467792634,17.840411219979007,3.816939752186372,40.0,4.533932917769899,160.97648048810035,356.9342433859302,19.617118026941515,12.120805655149002,9.318611151513094,397.9907782195338,3.6386785066827296,4.057219270496127,0.19998189316487452,0.21855887064852275
2025-06-01 08:00:00,18.99477043287674,13.574563559038072,0.16054666324353167,132.70858648246423,6.736127336758167,13.34650786329377,6.610380526535603,60.20446275182417,17.656511436918233,21.4963417872995,3.839830350381265,41.21472546177155,4.08194787788016,176.2546188816022,446.9886414352152,17.867783022772148,18.788568479601164,7.708273322028849,491.3532662596173,3.3681968385239274,3.702497926345885,0.13463923847258483,0.199661849349373
2025-06-01 09:00:00,18.017423177390334,13.120249533277015,0.3203865988622385,125.9235531923005,6.663643447879449,12.676646037257777,6.0130025893783285,66.88385822162324,17.36268822081675,21.64816076452497,4.28547254370822,40.0,4.242438687539735,172.236307778046,444.719566145745,22.906489292251447,20.071042586374805,5.0,492.6970980243712,3.5316630993298324,3.9126683256146935,0.18190790135401014,0.19909732493085142
2025-06-01 10:00:00,15.924989845967122,12.007745488395472,0.20382968661951695,54.29909103547796,6.586880949459133,13.030150343325744,6.44326939386661,26.746449220899756,17.105753330350282,21.179091823348827,4.073338492998545,40.0,5.098007841954812,168.17904007480004,293.62941972211195,21.87601418999028,10.884200021663236,5.0,331.3896339337654,5.407630480043585,6.103042014409448,0.4028799335829935,0.29253160078287155
2025-06-01 11:00:00,15.746103836599932,12.431088276091621,0.27728628931388144,84.77038159280434,6.768608876778069,12.355579424016273,5.586970547238205,47.46879933991695,16.332405893230856,20.26048702263324,3.928081129402384,40.0,3.9013176171392354,170.80343428600287,317.27650017161125,15.260201375104236,13.904408370986014,5.9530622428565945,352.3941721605581,3.7427754153054678,4.157043598709844,0.1800180804706863,0.23425010293369014
2025-06-01 12:00:00,15.781863863763336,11.770163954952785,0.3049991654843249,100.3800260141338,6.462586719239286,11.70360925787239,5.2410225386331035,57.236963758826434,15.480250453891845,19.702488703110248,4.222238249218403,40.0,3.71008649893906,166.30216468885445,366.79933703385973,12.78387049272756,16.992987673653428,5.269591985935524,401.8457871861762,3.654106813861687,4.003244501347261,0.1273547238464309,0.22178296363914385
2025-06-01 13:00:00,14.085419781189696,10.542907058880731,0.3600439797799982,100.22956088031123,6.251836820957427,12.105521698203711,5.853684877246284,52.57442602484242,14.408865957278865,17.919875153074507,3.5110091957956406,40.0,3.865958898398134,165.1189354741039,323.52902840771975,17.715793768839976,17.876009674143067,5.0,364.1208318507028,3.227880333568066,3.632868673200279,0.17675218381925498,0.22823615581295795
2025-06-01 14:00:00,13.384205720320178,10.65451150861646,0.3688285933959159,73.4036823277888,6.423445821909594,12.547081329629636,6.123635507720042,35.670935151013836,14.481925998611231,18.444520174387016,3.962594175775785,40.0,3.8274144899947715,155.25366708238482,315.0400793117898,16.090635084376864,15.934770740651775,5.0,352.06548513681844,4.291883858155212,4.796291874904146,0.2192074644501227,0.28520055229881014
2025-06-01 15:00:00,11.310294576178643,8.376514773246504,0.29923582651746505,40.0,6.213032886641295,11.694126004846424,5.48109311820513,21.75902575754379,12.113287663783723,15.54352015649345,3.4302324927097283,40.0,3.7367728905372184,164.0321439743396,221.92922697632835,17.131451963451916,6.0,5.0,250.06067893978027,5.548230674408209,6.251516973494507,0.4282862990862979,0.275
2025-06-01 16:00:00,13.242924777644184,11.398190195131045,0.311710427134462,96.6020577463498,6.4511717465913225,12.40184252681416,5.950670780222838,49.324046580806005,14.98212656617028,19.293547039851802,4.3114204736815225,40.0,3.5839363710392353,160.50579347984015,376.31027786713315,16.451547525683157,17.267841522011192,8.85489055461442,418.8845574694419,3.8954685505273554,4.336186694586947,0.17030224727593646,0.270415896783655
2025-06-01 17:00:00,12.426384222204476,11.181073884966588,0.19239727786922434,50.90887924223892,6.39243189997572,12.454822866030398,6.062390966054679,26.168978506811005,14.054323163647652,17.902757110353964,3.8484339467063102,40.0,2.8732492786810626,145.01457916981937,247.52450376939103,10.503957610299251,7.579310113292946,6.728500329241668,272.3362718222249,4.862108682290944,5.3494847239981755,0.20632859663475275,0.2810474450724791
2025-06-01 18:00:00,12.50485652323919,11.034904413805513,0.17370997335560656,42.62162686108008,6.2551700329000335,12.24902966458022,5.993859631680186,21.187048454495105,14.297252571409647,17.211016565263893,2.913763993854247,40.0,3.262348157604133,155.04282001896672,216.03239021240915,15.173801051981624,8.029394671263749,5.888205279521465,245.123791215176,5.068609673594581,5.7511598985680825,0.356011775464103,0.3265384495093983
2025-06-01 19:00:00,10.445897697616221,7.7484142438109345,0.09089846157899642,40.0,6.38217936561644,12.477443111125464,6.0952637455090235,19.455784924360906,10.43760878936144,14.091599257170184,3.6539904678087445,40.0,2.689194545550505,159.9308414363556,207.7939585982016,10.022393144664585,6.0,5.0,228.8163517428662,5.194848964955041,5.720408793571655,0.25055982861661463,0.275
2025-06-01 20:00:00,14.558268032797688,11.955868153441486,0.11706039863485268,82.75889930371945,6.268647830083278,12.65801288597537,6.389365055892092,39.130445489111764,15.70024251121797,19.015690938305223,3.3154484270872517,40.0,3.744374357776484,165.87818846420225,324.7220535852192,16.23739224271172,14.161407983368955,5.0,360.1208538112999,3.9237116046397826,4.351445667367823,0.19620116240456043,0.2315329003234795
2025-06-01 21:00:00,13.239386913715222,12.053709092696085,0.11366108918588264,52.75847097843492,6.291705334215309,12.202464487142386,5.910759152927078,25.797882256751887,15.79537670131822,19.385110659662338,3.5897339583441186,40.0,3.741667608622136,150.536427136571,271.3742293618887,18.151319812106017,9.910546720664877,5.0,304.43609589465956,5.143709139577096,5.770373747546591,0.34404560017528535,0.28261900779420956
2025-06-01 22:00:00,13.210936682783567,10.00159377195723,0.15139022283947437,46.72042433813813,6.138488843399257,11.97953698554393,5.8410481421446745,24.808328179678657,14.009855797081318,18.097705131498337,4.087849334417019,40.0,4.008262025124088,157.62550794767074,238.54664797249075,18.75512424838158,6.602414426097543,5.44335403330641,269.3475406802763,5.1058322211719265,5.765091916350736,0.4014330887202939,0.2578266064585147
2025-06-01 23:00:00,16.833934144333004,14.368506139713816,0.2766291739024097,101.73483250453704,6.140849678198448,12.331068121720348,6.1902184435219,51.21735545489205,17.71403915717345,22.425287999810553,4.711248842637104,40.0,3.3455330174596325,160.01683792459536,386.3737960660598,10.385714660190704,12.189659913031587,5.0,413.9491706392821,3.79785159668719,4.068903053640171,0.10208612335138544,0.16896533360159594
2025-06-02 00:00:00,15.121041378894459,12.063419653386354,0.3044633054886041,111.07428860757642,6.4399664667603655,12.810073311460783,6.370106844700419,54.5969679706556,15.39854628317236,19.52461790098185,4.126071617809488,40.0,3.335126629786006,154.98603422873134,399.2702621733445,18.83819749991491,13.999517006598426,5.392030330439015,437.5000070102968,3.5946236269309777,3.9388053931722844,0.16959998336311602,0.1745817828781911
2025-06-02 01:00:00,14.211147311058909,9.96807441973306,0.3511010804589384,87.56017934692352,6.811635402288791,12.662023027230719,5.850387624941928,46.30843188140127,14.175992809784864,18.22133013241983,4.045337322634968,40.0,4.207918390051804,161.88816399210123,325.0531407576981,31.648319888914912,14.540313704578411,6.39313520581575,377.6349095570071,3.7123398236748706,4.31286130720192,0.3614464945705584,0.23907498895649157
2025-06-02 02:00:00,16.18923118821401,10.991355897511374,0.3864973330108578,125.89057909811078,6.424251722358132,12.897359518011122,6.4731077956529885,57.779660244531996,14.979862824662973,19.193934745461707,4.214071920798733,40.0,3.9885069271515996,166.13463037908517,415.41942611301636,26.69337057334171,19.86764069757587,5.0,466.980437383934,3.2998452234401587,3.7094152773735383,0.2120362839266842,0.1975337700066951
2025-06-02 03:00:00,14.55084683592081,9.7839304876693,0.36198479556963187,60.76097771578067,6.630130642951827,12.887667152174163,6.257536509222335,29.159505786314014,13.833064251871196,17.490403647449714,3.657339395578519,40.0,4.049133764201896,159.13315359678418,305.24538914186655,26.92041287312302,10.498557839854657,5.0,347.66435985484424,5.023707659374762,5.72183616730298,0.4430543069772119,0.25507420095100636
2025-06-02 04:00:00,19.032856685292455,13.180520581766672,0.4158227543305326,144.81414514459212,6.576109535381675,12.44584664846472,5.869737113083046,72.52934882566664,17.44702160042798,20.783884198716766,3.3368625982887856,40.0,4.266501018661309,170.59499363492353,482.07914461612256,30.470581371189336,22.622711918329458,7.841741817522868,543.0141797231643,3.328950663864932,3.7497316244969205,0.21041163721102984,0.2103693234209585
2025-06-02 05:00:00,17.57351291137042,12.018606955020728,0.31827822209894996,120.52010583152173,6.769434115590257,12.75912393943954,5.989689823849283,61.41720562920491,16.103250034704395,20.420882360541608,4.317632325837213,40.0,4.084643079683666,166.53846383339211,412.1195806221092,30.8830252406023,20.19282957268955,5.0,468.19543543540107,3.419508950632869,3.8847911077169477,0.25624791006883535,0.20903424701524306
2025-06-02 06:00:00,17.284440384481755,11.85866730182865,0.3901231546859564,121.89337379350366,6.578745534367371,12.3074559664824,5.7287104321150295,68.53924881150861,15.861581589748315,19.943465231398722,4.081883641650407,40.0,4.002914287919665,165.0347165916343,430.1074591288409,17.387886524733606,21.751025957827903,5.716735231761971,474.9631068431644,3.5285548815596375,3.8965457437234186,0.14264833258442716,0.22534252957935416
2025-06-02 07:00:00,19.360246251485034,13.426582466348444,0.3278489782338848,114.67878551681461,6.677341471958601,12.914979403290786,6.237637931332185,53.97779262424424,18.15946696296334,22.12661002419526,3.967143061231918,40.0,4.732884496614895,164.8994027340908,403.5647570952347,23.987800977309593,18.39953843408637,7.7622150180945635,453.7143115247252,3.5190881668001497,3.956392714485104,0.2091738316655997,0.22813071601935478
2025-06-02 08:00:00,15.792290118793543,10.401414079381837,0.5316097452111884,117.1426940485752,6.732177643618256,12.76856032793182,6.036382684313564,59.842588277205905,15.056658368358157,19.154638690293233,4.097980321935076,40.0,4.655244288976321,173.6626944566017,376.9068620291715,19.295354264961475,21.10808817530726,6.507612771610765,423.817917241051,3.217502082314077,3.617962867281401,0.16471666817702119,0.23574411679030285
2025-06-02 09:00:00,17.939340185878187,12.80923594825063,0.6358009682377542,188.54765584313978,6.566827961400852,13.253788911169341,6.686960949768489,88.78209791056456,17.527020149226676,21.971259709113454,4.44423955988678,52.76915143194492,4.717784200976047,173.22995900094182,560.1135540517722,18.98251011179992,28.98628543746336,7.51649624629344,615.5988458473289,2.9706736556711832,3.2649509382363777,0.10067751851336841,0.19359976405182625
2025-06-02 10:00:00,14.198206850981824,8.833362403370884,0.7508574039390192,131.2127310680915,6.577706911138828,11.686016187431068,5.108309276292241,75.27682154844562,13.272953904415102,17.352173500805396,4.079219596390294,40.0,4.439591501044218,163.04611943613963,410.0880418107276,16.071211911162578,26.47835326121701,5.3402707301953045,457.9778777133025,3.125367778511649,3.4903463557636005,0.12248210810292934,0.24249646914902157
2025-06-02 11:00:00,15.157370542434627,11.006326274723314,0.8033405476265698,132.50528314735976,6.520324547656651,12.100356811006481,5.580032263349831,76.38852551410024,15.227274285329315,19.66435359436826,4.437079309038947,40.0,4.2209480106060004,161.3363628081114,431.19983441679796,20.19554471717829,22.38014915141437,5.0,478.7755282853906,3.2542086185141654,3.613256142798035,0.15241312827292122,0.20663439601094827
2025-06-02 12:00:00,13.730440800007555,9.78436798930643,0.8068766797554585,112.23054141132687,6.576529482428784,12.4005749779535,5.824045495524715,57.127305181553204,13.970632861246246,17.9104535086376,3.9398206473913553,40.0,4.186264871939816,146.94116738062016,406.1813861614296,18.036478725346775,20.46258453892723,5.2599828512987274,449.94043227700234,3.6191698004268535,4.00907299046133,0.16070918395771405,0.22919400607676216
2025-06-02 13:00:00,16.1534182320759,11.894131636038635,0.8550221284488596,134.18646523673743,6.540056025092016,12.721721194669213,6.1816651695771965,65.45120996735201,15.670594286807887,20.163958128131416,4.493363841323529,40.0,3.776462650769252,157.25383421237692,412.9348953073823,16.469089104485267,20.380182040353187,6.30991400088827,456.09408045310903,3.0773215061509007,3.398957410856964,0.12273286337358842,0.19890304133247463
2025-06-02 14:00:00,15.794897668242434,13.058482206565992,0.9090244689525299,163.18773235039973,6.509735923581626,12.385055949354385,5.875320025772758,85.05920727934775,16.83500929195569,20.864934792537543,4.029925500581855,50.11251779109336,3.7765270853896955,164.94847516232537,512.3663934203386,18.96300891118161,29.11034994092024,8.700528637524428,569.140280909965,3.139735971820332,3.4876413362243213,0.1162036425045964,0.23170172189939162
2025-06-02 15:00:00,12.658887768871914,10.37503749036662,0.8162806656513186,99.02674646993118,6.421587253395476,12.174913875536973,5.753326622141497,53.50773234120934,13.930369810994284,17.685143999061122,3.754774188066837,40.0,3.5553323206276644,156.02724945843747,356.01692983177924,12.136310097096262,16.159604191800934,5.0,389.31284412067646,3.5951593132455524,3.9313908413510155,0.1225558804032946,0.2136756477021681
